Type/Link,Key Info,Info Sentiment
https://twitter.com/DefenceHQ/status/1659435835018604546?cxt=HHwWhMCznbKGwIcuAAAA,UK MoD intelligence update on Ukraine,"('neutral', 0.9475265741348267)"
